phrase	pos	var	phrase_ipa	expected_ipa	phrase_shaw	expected_shaw	classification
relative pronoun	NN1	GenAm	ˈrelətɪv ˈproʊnaʊn	ˈrelətɪv ˈprəʊnaʊn	𐑮𐑧𐑤𐑩𐑑𐑦𐑝 𐑐𐑮𐑴𐑯𐑬𐑯	𐑮𐑧𐑤𐑩𐑑𐑦𐑝𐑐𐑮𐑴𐑯𐑬𐑯	matches
prisoner of war	NN1	RSSB	prɪzənəR əv wɔːR	ˈprɪzənəR V wɔːR	𐑐𐑮𐑦𐑟𐑩𐑯𐑼 𐑩𐑝 𐑢𐑹	𐑐𐑮𐑦𐑟𐑩𐑯𐑼𐑝𐑢𐑹	divergent
prisoner of war	NN1	GenAm	ˈprɪzənəR əv ˈwor	ˈprɪzənəR V wɔːR	𐑐𐑮𐑦𐑟𐑩𐑯𐑼 𐑩𐑝 𐑢𐑪𐑮	𐑐𐑮𐑦𐑟𐑩𐑯𐑼𐑝𐑢𐑹	divergent
a la	PRP	RSSB	æ læ	ə ˌeˈleɪ	𐑨 𐑤𐑨	𐑩𐑧𐑤𐑱	divergent
a la	PRP	GenAm	ɒ lɒ	ə ˌeˈleɪ	𐑪 𐑤𐑪	𐑩𐑧𐑤𐑱	divergent
periodic table	NN1	RSSB	ˌpɪriˈɒdɪk ˈteɪbəl	ˌpɪərɪˈɒdɪk ˈteɪbəl	𐑐𐑦𐑮𐑦𐑪𐑛𐑦𐑒 𐑑𐑱𐑚𐑩𐑤	𐑐𐑽𐑦𐑪𐑛𐑦𐑒𐑑𐑱𐑚𐑩𐑤	divergent
periodic table	NN1	GenAm	ˌpɪriˈɒdɪk ˈteɪbəl	ˌpɪərɪˈɒdɪk ˈteɪbəl	𐑐𐑦𐑮𐑦𐑪𐑛𐑦𐑒 𐑑𐑱𐑚𐑩𐑤	𐑐𐑽𐑦𐑪𐑛𐑦𐑒𐑑𐑱𐑚𐑩𐑤	divergent
soap opera	NN1	GenAm	ˈsoʊp ˌɒpəRə	səʊp ˈɒpərə	𐑕𐑴𐑐 𐑪𐑐𐑼𐑩	𐑕𐑴𐑐𐑪𐑐𐑼𐑩	matches
soap opera	NN1	GenAm	ˈsoʊp ˌɒprə	səʊp ˈɒpərə	𐑕𐑴𐑐 𐑪𐑐𐑮𐑩	𐑕𐑴𐑐𐑪𐑐𐑼𐑩	divergent
Northern Territory	NP0	RSSB	nɔːRðəRn terɪtəri	ˈnɔːRðəRn ˈterɪtəri	𐑯𐑹𐑞𐑼𐑯 𐑑𐑧𐑮𐑦𐑑𐑼𐑦	𐑯𐑹𐑞𐑼𐑯𐑑𐑧𐑮𐑦𐑑𐑼𐑦	matches
tout de suite	AV0	GenAm	ˌtuːt ˈswiːt	taʊt də swiːt	𐑑𐑵𐑑 𐑕𐑢𐑰𐑑	𐑑𐑬𐑑𐑛𐑩𐑕𐑢𐑰𐑑	divergent
tout de suite	AV0	RSSB	ˌtuː də ˈswiːt	taʊt də swiːt	𐑑𐑵 𐑛𐑩 𐑕𐑢𐑰𐑑	𐑑𐑬𐑑𐑛𐑩𐑕𐑢𐑰𐑑	divergent
vox populi	NN1	GenAm	ˈvɒks ˈpɒpjuːlaɪ		𐑝𐑪𐑒𐑕 𐑐𐑪𐑐𐑿𐑤𐑲		unknown
British Columbia	NP0	RSSB	ˈbrɪtɪʃ kəˈlʌmbiə	ˈbrɪtɪʃ kəˈlʌmbɪə	𐑚𐑮𐑦𐑑𐑦𐑖 𐑒𐑩𐑤𐑳𐑥𐑚𐑾	𐑚𐑮𐑦𐑑𐑦𐑖𐑒𐑩𐑤𐑳𐑥𐑚𐑾	matches
New Brunswick	NP0	RSSB	njuː ˈbrʌnzwɪk	njuː ˈbrʌnzwɪk	𐑯𐑿 𐑚𐑮𐑳𐑯𐑟𐑢𐑦𐑒	𐑯𐑿𐑚𐑮𐑳𐑯𐑟𐑢𐑦𐑒	matches
Nova Scotia	NP0	GenAm	ˌnoʊvə ˈskoʊʃə	ˈnəʊvə ˈskəʊʃə	𐑯𐑴𐑝𐑩 𐑕𐑒𐑴𐑖𐑩	𐑯𐑴𐑝𐑩𐑕𐑒𐑴𐑖𐑩	matches
Nova Scotia	NP0	RSSB	ˌnəʊvə ˈskəʊʃə	ˈnəʊvə ˈskəʊʃə	𐑯𐑴𐑝𐑩 𐑕𐑒𐑴𐑖𐑩	𐑯𐑴𐑝𐑩𐑕𐑒𐑴𐑖𐑩	matches
carpe diem	UNC	RSSB	kɑːRpiː ˈdaɪem		𐑒𐑸𐑐𐑰 𐑛𐑲𐑧𐑥		unknown
carpe diem	UNC	RSSB	kɑːRpeɪ ˈdiːəm		𐑒𐑸𐑐𐑱 𐑛𐑰𐑩𐑥		unknown
carpe diem	UNC	GenAm	ˌkɑːRpi ˈdaɪem		𐑒𐑸𐑐𐑦 𐑛𐑲𐑧𐑥		unknown
lingua franca	NN1	RSSB	ˈlɪŋɡwə fræŋkə		𐑤𐑦𐑙𐑜𐑢𐑩 𐑓𐑮𐑨𐑙𐑒𐑩		unknown
Kuala Lumpur	NP0	RSSB	kuˈɑːlə lʊmpər		𐑒𐑫𐑭𐑤𐑩 𐑤𐑫𐑥𐑐𐑼		unknown
Kuala Lumpur	NP0	RSSB	kuˈɑːlə lʊmpʊəR		𐑒𐑫𐑭𐑤𐑩 𐑤𐑫𐑥𐑐𐑫𐑼		unknown
Alor Setar	NP0	GenAm	əˈlor səˌtɑːR		𐑩𐑤𐑪𐑮 𐑕𐑩𐑑𐑸		unknown
Alor Setar	NP0	RSSB	əlɔːR setɑːR		𐑩𐑤𐑹 𐑕𐑧𐑑𐑸		unknown
Down syndrome	NN1	RSSB	daʊn ˈsɪndrəʊm	daʊn ˈsɪndrəʊm	𐑛𐑬𐑯 𐑕𐑦𐑯𐑛𐑮𐑴𐑥	𐑛𐑬𐑯𐑕𐑦𐑯𐑛𐑮𐑴𐑥	matches
Down syndrome	NN1	GenAm	daʊn ˈsɪndroʊm	daʊn ˈsɪndrəʊm	𐑛𐑬𐑯 𐑕𐑦𐑯𐑛𐑮𐑴𐑥	𐑛𐑬𐑯𐑕𐑦𐑯𐑛𐑮𐑴𐑥	matches
ad hoc	AJ0	RSSB	ˌæd ˈhɒk		𐑨𐑛 𐑣𐑪𐑒		unknown
ad hoc	AJ0	GenAm	ˌæd ˈhɒk		𐑨𐑛 𐑣𐑪𐑒		unknown
ad hoc	AV0	RSSB	ˌæd ˈhɒk		𐑨𐑛 𐑣𐑪𐑒		unknown
ad hoc	AV0	GenAm	ˌæd ˈhɒk		𐑨𐑛 𐑣𐑪𐑒		unknown
Hong Kong	NP0	RSSB	ˌhɒŋˈkɒŋ	ˌhɒŋ ˈkɒŋ	𐑣𐑪𐑙𐑒𐑪𐑙	𐑣𐑪𐑙𐑒𐑪𐑙	matches
Hong Kong	NP0	GenAm	ˌhɒŋˈkɒŋ	ˌhɒŋ ˈkɒŋ	𐑣𐑪𐑙𐑒𐑪𐑙	𐑣𐑪𐑙𐑒𐑪𐑙	matches
north pole	NN1	RSSB	nɔːRθ ˈpəʊl	nɔːRθ pəʊl	𐑯𐑹𐑔 𐑐𐑴𐑤	𐑯𐑹𐑔𐑐𐑴𐑤	matches
north pole	NN1	GenAm	ˌnɔːRθ ˈpoʊl	nɔːRθ pəʊl	𐑯𐑹𐑔 𐑐𐑴𐑤	𐑯𐑹𐑔𐑐𐑴𐑤	matches
Dutch auction	NN1	RSSB	ˌdʌtʃ ˈɔːkʃən	dʌtʃ ˈɔːkʃən	𐑛𐑳𐑗 𐑷𐑒𐑖𐑩𐑯	𐑛𐑳𐑗𐑷𐑒𐑖𐑩𐑯	matches
ipso facto	AV0	RSSB	ˌɪpsəʊ ˈfæktəʊ		𐑦𐑐𐑕𐑴 𐑓𐑨𐑒𐑑𐑴		unknown
ipso facto	AJ0	RSSB	ˌɪpsəʊ ˈfæktəʊ		𐑦𐑐𐑕𐑴 𐑓𐑨𐑒𐑑𐑴		unknown
ipse dixit	NN1	RSSB	ˌɪpseɪ ˈdɪksɪt		𐑦𐑐𐑕𐑱 𐑛𐑦𐑒𐑕𐑦𐑑		unknown
ipse dixit	NN1	RSSB	ˌɪpsiː ˈdɪksɪt		𐑦𐑐𐑕𐑰 𐑛𐑦𐑒𐑕𐑦𐑑		unknown
ipse dixit	NN1	GenAm	ˌɪpsi ˈdɪksɪt		𐑦𐑐𐑕𐑦 𐑛𐑦𐑒𐑕𐑦𐑑		unknown
long-eared owl	NN1	RSSB	lɒŋɪədaʊl		𐑤𐑪𐑙𐑾𐑛𐑬𐑤		unknown
International Phonetic Alphabet	NP0	RSSB	ɪntəRnæʃənəl fəˈnetɪk ˈælfəˌbet	ˌɪntəRˈnæʃənəl fəˈnetɪk ˈælfəbet	𐑦𐑯𐑑𐑼𐑯𐑨𐑖𐑩𐑯𐑩𐑤 𐑓𐑩𐑯𐑧𐑑𐑦𐑒 𐑨𐑤𐑓𐑩𐑚𐑧𐑑	𐑦𐑯𐑑𐑼𐑯𐑨𐑖𐑩𐑯𐑩𐑤𐑓𐑩𐑯𐑧𐑑𐑦𐑒𐑨𐑤𐑓𐑩𐑚𐑧𐑑	matches
International Phonetic Alphabet	NP0	GenAm	ˌɪntəRˈnæʃənəl fəˈnetɪk ˈælfəˌbet	ˌɪntəRˈnæʃənəl fəˈnetɪk ˈælfəbet	𐑦𐑯𐑑𐑼𐑯𐑨𐑖𐑩𐑯𐑩𐑤 𐑓𐑩𐑯𐑧𐑑𐑦𐑒 𐑨𐑤𐑓𐑩𐑚𐑧𐑑	𐑦𐑯𐑑𐑼𐑯𐑨𐑖𐑩𐑯𐑩𐑤𐑓𐑩𐑯𐑧𐑑𐑦𐑒𐑨𐑤𐑓𐑩𐑚𐑧𐑑	matches
common gull	NN1	RSSB	ˈkɒmən ˌɡʌl	ˈkɒmən ɡʌl	𐑒𐑪𐑥𐑩𐑯 𐑜𐑳𐑤	𐑒𐑪𐑥𐑩𐑯𐑜𐑳𐑤	matches
common gull	NN1	GenAm	ˈkɑːmən ˌɡʌl	ˈkɒmən ɡʌl	𐑒𐑭𐑥𐑩𐑯 𐑜𐑳𐑤	𐑒𐑪𐑥𐑩𐑯𐑜𐑳𐑤	divergent
green woodpecker	NN1	GenAm	ɡrinˈwʊdpekər	ɡriːn ˈwʊdpekəR	𐑜𐑮𐑦𐑯𐑢𐑫𐑛𐑐𐑧𐑒𐑼	𐑜𐑮𐑰𐑯𐑢𐑫𐑛𐑐𐑧𐑒𐑼	divergent
turtle dove	NN1	RSSB	tɜːRtəldʌv	ˈtɜːRtəl dʌv	𐑑𐑻𐑑𐑩𐑤𐑛𐑳𐑝	𐑑𐑻𐑑𐑩𐑤𐑛𐑳𐑝	matches
turtle dove	NN1	GenAm	ˈtɜːRtəldʌv	ˈtɜːRtəl dʌv	𐑑𐑻𐑑𐑩𐑤𐑛𐑳𐑝	𐑑𐑻𐑑𐑩𐑤𐑛𐑳𐑝	matches
tawny owl	NN1	RSSB	ˈtɔːni aʊl	ˈtɔːni aʊl	𐑑𐑷𐑯𐑦 𐑬𐑤	𐑑𐑷𐑯𐑦𐑬𐑤	matches
roe deer	NN1	RSSB	rəʊdɪəR	rəʊ dɪəR	𐑮𐑴𐑛𐑽	𐑮𐑴𐑛𐑽	matches
roe deer	NN1	GenAm	ˈroʊˌdɪr	rəʊ dɪəR	𐑮𐑴𐑛𐑦𐑮	𐑮𐑴𐑛𐑽	divergent
least weasel	NN1	RSSB	ˈliːst ˈwiːzəl	liːst ˈwiːzəl	𐑤𐑰𐑕𐑑 𐑢𐑰𐑟𐑩𐑤	𐑤𐑰𐑕𐑑𐑢𐑰𐑟𐑩𐑤	matches
least weasel	NN1	GenAm	ˈlist ˈwizəl	liːst ˈwiːzəl	𐑤𐑦𐑕𐑑 𐑢𐑦𐑟𐑩𐑤	𐑤𐑰𐑕𐑑𐑢𐑰𐑟𐑩𐑤	divergent
wild boar	NN1	GenAm	ˈwaɪld ˈbor	waɪld bɔːR	𐑢𐑲𐑤𐑛 𐑚𐑪𐑮	𐑢𐑲𐑤𐑛𐑚𐑹	divergent
wild boar	NN1	RSSB	ˈwaɪld bɔːR	waɪld bɔːR	𐑢𐑲𐑤𐑛 𐑚𐑹	𐑢𐑲𐑤𐑛𐑚𐑹	matches
no one	PNP	RSSB	ˈnəʊ wʌn	nəʊ wʌn	𐑯𐑴 𐑢𐑳𐑯	𐑯𐑴𐑢𐑳𐑯	matches
no one	PNP	GenAm	ˈnoʊ ˌwʌn	nəʊ wʌn	𐑯𐑴 𐑢𐑳𐑯	𐑯𐑴𐑢𐑳𐑯	matches
ice floe	NN1	RSSB	ˈaɪsfləʊ	aɪs fləʊ	𐑲𐑕𐑓𐑤𐑴	𐑲𐑕𐑓𐑤𐑴	matches
ice floe	NN1	GenAm	ˈaɪsfloʊ	aɪs fləʊ	𐑲𐑕𐑓𐑤𐑴	𐑲𐑕𐑓𐑤𐑴	matches
European Union	NP0	RSSB	jəərəpiːən ˈjuːnjən	ˌjʊərəˈpiən ˈjuːnɪən	𐑘𐑩𐑼𐑩𐑐𐑰𐑩𐑯 𐑿𐑯𐑘𐑩𐑯	𐑘𐑫𐑼𐑩𐑐𐑾𐑯𐑿𐑯𐑾𐑯	divergent
European Union	NP0	RSSB	jɔːrəpiːən ˈjuːnjən	ˌjʊərəˈpiən ˈjuːnɪən	𐑘𐑹𐑩𐑐𐑰𐑩𐑯 𐑿𐑯𐑘𐑩𐑯	𐑘𐑫𐑼𐑩𐑐𐑾𐑯𐑿𐑯𐑾𐑯	divergent
European Union	NP0	GenAm	ˌjərəˈpiən ˈjunjən	ˌjʊərəˈpiən ˈjuːnɪən	𐑘𐑼𐑩𐑐𐑾𐑯 𐑘𐑫𐑯𐑘𐑩𐑯	𐑘𐑫𐑼𐑩𐑐𐑾𐑯𐑿𐑯𐑾𐑯	divergent
European Union	NP0	GenAm	ˌjɜːRrəˈpiən ˈjunjən	ˌjʊərəˈpiən ˈjuːnɪən	𐑘𐑻𐑮𐑩𐑐𐑾𐑯 𐑘𐑫𐑯𐑘𐑩𐑯	𐑘𐑫𐑼𐑩𐑐𐑾𐑯𐑿𐑯𐑾𐑯	divergent
laissez faire	NN1	RSSB	ˈlæseɪ feər		𐑤𐑨𐑕𐑱 𐑓𐑺		unknown
laissez faire	NN1	RSSB	ˈleɪseɪ feər		𐑤𐑱𐑕𐑱 𐑓𐑺		unknown
laissez faire	NN1	GenAm	ˌleˌseɪ ˈfeər		𐑤𐑧𐑕𐑱 𐑓𐑺		unknown
laissez faire	AJ0	RSSB	ˈlæseɪ feər		𐑤𐑨𐑕𐑱 𐑓𐑺		unknown
laissez faire	AJ0	RSSB	ˈleɪseɪ feər		𐑤𐑱𐑕𐑱 𐑓𐑺		unknown
laissez faire	AJ0	GenAm	ˌleˌseɪ ˈfeər		𐑤𐑧𐑕𐑱 𐑓𐑺		unknown
blood type	NN1	GenAm	ˈblʌd taɪp	blʌd taɪp	𐑚𐑤𐑳𐑛 𐑑𐑲𐑐	𐑚𐑤𐑳𐑛𐑑𐑲𐑐	matches
de facto	AV0	RSSB	ˌdeɪˈfæktəʊ		𐑛𐑱𐑓𐑨𐑒𐑑𐑴		unknown
de facto	AV0	GenAm	ˌdeɪˈfæktoʊ		𐑛𐑱𐑓𐑨𐑒𐑑𐑴		unknown
de facto	AV0	RSSB	dɪˈfæktəʊ		𐑛𐑦𐑓𐑨𐑒𐑑𐑴		unknown
de facto	AV0	GenAm	ˌdiˈfæktoʊ		𐑛𐑦𐑓𐑨𐑒𐑑𐑴		unknown
de facto	AV0	RSSB	ˌdiːˈfæktəʊ		𐑛𐑰𐑓𐑨𐑒𐑑𐑴		unknown
de facto	AV0	GenAm	dəˈfæktoʊ		𐑛𐑩𐑓𐑨𐑒𐑑𐑴		unknown
de facto	AJ0	RSSB	ˌdeɪˈfæktəʊ		𐑛𐑱𐑓𐑨𐑒𐑑𐑴		unknown
de facto	AJ0	GenAm	ˌdeɪˈfæktoʊ		𐑛𐑱𐑓𐑨𐑒𐑑𐑴		unknown
de facto	AJ0	RSSB	dɪˈfæktəʊ		𐑛𐑦𐑓𐑨𐑒𐑑𐑴		unknown
de facto	AJ0	GenAm	ˌdiˈfæktoʊ		𐑛𐑦𐑓𐑨𐑒𐑑𐑴		unknown
de facto	AJ0	RSSB	ˌdiːˈfæktəʊ		𐑛𐑰𐑓𐑨𐑒𐑑𐑴		unknown
de facto	AJ0	GenAm	dəˈfæktoʊ		𐑛𐑩𐑓𐑨𐑒𐑑𐑴		unknown
de facto	NN1	RSSB	ˌdeɪˈfæktəʊ		𐑛𐑱𐑓𐑨𐑒𐑑𐑴		unknown
de facto	NN1	GenAm	ˌdeɪˈfæktoʊ		𐑛𐑱𐑓𐑨𐑒𐑑𐑴		unknown
de facto	NN1	RSSB	dɪˈfæktəʊ		𐑛𐑦𐑓𐑨𐑒𐑑𐑴		unknown
de facto	NN1	GenAm	ˌdiˈfæktoʊ		𐑛𐑦𐑓𐑨𐑒𐑑𐑴		unknown
de facto	NN1	RSSB	ˌdiːˈfæktəʊ		𐑛𐑰𐑓𐑨𐑒𐑑𐑴		unknown
de facto	NN1	GenAm	dəˈfæktoʊ		𐑛𐑩𐑓𐑨𐑒𐑑𐑴		unknown
de jure	AV0	GenAm	deɪ ˈdʒʊri		𐑛𐑱 𐑡𐑫𐑮𐑦		unknown
de jure	AV0	RSSB	deɪ dʒʊəreɪ		𐑛𐑱 𐑡𐑫𐑼𐑱		unknown
de jure	AV0	RSSB	deɪ dʒʊərɪ		𐑛𐑱 𐑡𐑫𐑼𐑦		unknown
de jure	AV0	RSSB	diː dʒʊəri		𐑛𐑰 𐑡𐑫𐑼𐑦		unknown
de jure	AJ0	GenAm	deɪ ˈdʒʊri		𐑛𐑱 𐑡𐑫𐑮𐑦		unknown
de jure	AJ0	RSSB	deɪ dʒʊəreɪ		𐑛𐑱 𐑡𐑫𐑼𐑱		unknown
de jure	AJ0	RSSB	deɪ dʒʊərɪ		𐑛𐑱 𐑡𐑫𐑼𐑦		unknown
de jure	AJ0	RSSB	diː dʒʊəri		𐑛𐑰 𐑡𐑫𐑼𐑦		unknown
abundant number	NN1	RSSB	əˈbʌndənt nʌmbəR	əˈbʌndənt ˈnʌmbəR	𐑩𐑚𐑳𐑯𐑛𐑩𐑯𐑑 𐑯𐑳𐑥𐑚𐑼	𐑩𐑚𐑳𐑯𐑛𐑩𐑯𐑑𐑯𐑳𐑥𐑚𐑼	matches
abundant number	NN1	GenAm	əˈbʌndənt ˈnʌmbəR	əˈbʌndənt ˈnʌmbəR	𐑩𐑚𐑳𐑯𐑛𐑩𐑯𐑑 𐑯𐑳𐑥𐑚𐑼	𐑩𐑚𐑳𐑯𐑛𐑩𐑯𐑑𐑯𐑳𐑥𐑚𐑼	matches
abundant number	NN1	GenAm	əˈbəndənt ˈnʌmbəR	əˈbʌndənt ˈnʌmbəR	𐑩𐑚𐑩𐑯𐑛𐑩𐑯𐑑 𐑯𐑳𐑥𐑚𐑼	𐑩𐑚𐑳𐑯𐑛𐑩𐑯𐑑𐑯𐑳𐑥𐑚𐑼	divergent
quotation mark	NN1	GenAm	kwoʊˈteɪʃən mɑːRk	kwəʊˈteɪʃən mɑːRk	𐑒𐑢𐑴𐑑𐑱𐑖𐑩𐑯 𐑥𐑸𐑒	𐑒𐑢𐑴𐑑𐑱𐑖𐑩𐑯𐑥𐑸𐑒	matches
black hole	NN1	GenAm	blæk ˈhoʊl	blæk həʊl	𐑚𐑤𐑨𐑒 𐑣𐑴𐑤	𐑚𐑤𐑨𐑒𐑣𐑴𐑤	matches
black hole	NN1	RSSB	blæk ˈhəʊl	blæk həʊl	𐑚𐑤𐑨𐑒 𐑣𐑴𐑤	𐑚𐑤𐑨𐑒𐑣𐑴𐑤	matches
black hole	VVI	GenAm	blæk ˈhoʊl	blæk həʊl	𐑚𐑤𐑨𐑒 𐑣𐑴𐑤	𐑚𐑤𐑨𐑒𐑣𐑴𐑤	matches
black hole	VVI	RSSB	blæk ˈhəʊl	blæk həʊl	𐑚𐑤𐑨𐑒 𐑣𐑴𐑤	𐑚𐑤𐑨𐑒𐑣𐑴𐑤	matches
a cappella	NN1	RSSB	ˌækəˈpelə		𐑨𐑒𐑩𐑐𐑧𐑤𐑩		unknown
a cappella	NN1	RSSB	ˌækæˈpelə		𐑨𐑒𐑨𐑐𐑧𐑤𐑩		unknown
a cappella	NN1	GenAm	ˌɒ kəˈpelə		𐑪 𐑒𐑩𐑐𐑧𐑤𐑩		unknown
a cappella	AV0	RSSB	ˌækəˈpelə		𐑨𐑒𐑩𐑐𐑧𐑤𐑩		unknown
a cappella	AV0	RSSB	ˌækæˈpelə		𐑨𐑒𐑨𐑐𐑧𐑤𐑩		unknown
a cappella	AV0	GenAm	ˌɒ kəˈpelə		𐑪 𐑒𐑩𐑐𐑧𐑤𐑩		unknown
a cappella	AJ0	RSSB	ˌækəˈpelə		𐑨𐑒𐑩𐑐𐑧𐑤𐑩		unknown
a cappella	AJ0	RSSB	ˌækæˈpelə		𐑨𐑒𐑨𐑐𐑧𐑤𐑩		unknown
a cappella	AJ0	GenAm	ˌɒ kəˈpelə		𐑪 𐑒𐑩𐑐𐑧𐑤𐑩		unknown
South Dakota	NP0	GenAm	ˈsaʊθ dəˈkoʊtə	saʊθ dəˈkəʊtə	𐑕𐑬𐑔 𐑛𐑩𐑒𐑴𐑑𐑩	𐑕𐑬𐑔𐑛𐑩𐑒𐑴𐑑𐑩	matches
video game	NN1	RSSB	ˈvɪdiːəʊˌɡeɪm	ˈvɪdiəʊ ɡeɪm	𐑝𐑦𐑛𐑰𐑴𐑜𐑱𐑥	𐑝𐑦𐑛𐑾𐑫𐑜𐑱𐑥	divergent
video game	NN1	GenAm	ˈvɪdioʊˌɡeɪm	ˈvɪdiəʊ ɡeɪm	𐑝𐑦𐑛𐑦𐑴𐑜𐑱𐑥	𐑝𐑦𐑛𐑾𐑫𐑜𐑱𐑥	divergent
video game	NN1	GenAm	ˈvɪdjoʊˌɡeɪm	ˈvɪdiəʊ ɡeɪm	𐑝𐑦𐑛𐑘𐑴𐑜𐑱𐑥	𐑝𐑦𐑛𐑾𐑫𐑜𐑱𐑥	divergent
video game	VVI	RSSB	ˈvɪdiːəʊˌɡeɪm	ˈvɪdiəʊ ɡeɪm	𐑝𐑦𐑛𐑰𐑴𐑜𐑱𐑥	𐑝𐑦𐑛𐑾𐑫𐑜𐑱𐑥	divergent
video game	VVI	GenAm	ˈvɪdioʊˌɡeɪm	ˈvɪdiəʊ ɡeɪm	𐑝𐑦𐑛𐑦𐑴𐑜𐑱𐑥	𐑝𐑦𐑛𐑾𐑫𐑜𐑱𐑥	divergent
video game	VVI	GenAm	ˈvɪdjoʊˌɡeɪm	ˈvɪdiəʊ ɡeɪm	𐑝𐑦𐑛𐑘𐑴𐑜𐑱𐑥	𐑝𐑦𐑛𐑾𐑫𐑜𐑱𐑥	divergent
hold a candle	VVI	RSSB	ˌhəʊld ə ˈkandəl	həʊld ə ˈkændəl	𐑣𐑴𐑤𐑛 𐑩 𐑒𐑨𐑯𐑛𐑩𐑤	𐑣𐑴𐑤𐑛𐑩𐑒𐑨𐑯𐑛𐑩𐑤	matches
hold a candle	VVI	RSSB	ˌhəʊld ə ˈkændəl	həʊld ə ˈkændəl	𐑣𐑴𐑤𐑛 𐑩 𐑒𐑨𐑯𐑛𐑩𐑤	𐑣𐑴𐑤𐑛𐑩𐑒𐑨𐑯𐑛𐑩𐑤	matches
hold a candle	VVI	GenAm	ˌhoʊld ə ˈkændəl	həʊld ə ˈkændəl	𐑣𐑴𐑤𐑛 𐑩 𐑒𐑨𐑯𐑛𐑩𐑤	𐑣𐑴𐑤𐑛𐑩𐑒𐑨𐑯𐑛𐑩𐑤	matches
chaos theory	NN1	GenAm	ˈkeɪɒs ˈθɪri	ˈkeɪɒs ˈθɪəri	𐑒𐑱𐑪𐑕 𐑔𐑦𐑮𐑦	𐑒𐑱𐑪𐑕𐑔𐑽𐑦	divergent
event horizon	NN1	GenAm	əˈvent həˈraɪzən	ɪˈvent həˈraɪzən	𐑩𐑝𐑧𐑯𐑑 𐑣𐑼𐑲𐑟𐑩𐑯	𐑦𐑝𐑧𐑯𐑑𐑣𐑼𐑲𐑟𐑩𐑯	matches
event horizon	NN1	GenAm	əˈvet həˈraɪzən	ɪˈvent həˈraɪzən	𐑩𐑝𐑧𐑑 𐑣𐑼𐑲𐑟𐑩𐑯	𐑦𐑝𐑧𐑯𐑑𐑣𐑼𐑲𐑟𐑩𐑯	divergent
Tok Pisin	NP0	RSSB	tɒk ˈpɪsɪn		𐑑𐑪𐑒 𐑐𐑦𐑕𐑦𐑯		unknown
Tok Pisin	NN1	RSSB	tɒk ˈpɪsɪn		𐑑𐑪𐑒 𐑐𐑦𐑕𐑦𐑯		unknown
shopping cart	NN1	GenAm	ˈʃɒpɪŋ kɑːRt	ˈʃɒpɪŋ kɑːRt	𐑖𐑪𐑐𐑦𐑙 𐑒𐑸𐑑	𐑖𐑪𐑐𐑦𐑙𐑒𐑸𐑑	matches
artificial intelligence	NN1	RSSB	ɑːRtəfɪʃəl ɪnˈtelədʒəns	ˌɑːRtɪˈfɪʃəl ɪnˈtelɪdʒəns	𐑸𐑑𐑩𐑓𐑦𐑖𐑩𐑤 𐑦𐑯𐑑𐑧𐑤𐑩𐑡𐑩𐑯𐑕	𐑸𐑑𐑦𐑓𐑦𐑖𐑩𐑤𐑦𐑯𐑑𐑧𐑤𐑦𐑡𐑩𐑯𐑕	matches
artificial intelligence	NN1	GenAm	ˌɑːRtəˈfɪʃəl ɪnˈtelədʒəns	ˌɑːRtɪˈfɪʃəl ɪnˈtelɪdʒəns	𐑸𐑑𐑩𐑓𐑦𐑖𐑩𐑤 𐑦𐑯𐑑𐑧𐑤𐑩𐑡𐑩𐑯𐑕	𐑸𐑑𐑦𐑓𐑦𐑖𐑩𐑤𐑦𐑯𐑑𐑧𐑤𐑦𐑡𐑩𐑯𐑕	matches
zebra crossing	NN1	RSSB	zebrə ˌkrɔsɪŋ	ˈzebrə ˈkrɒsɪŋ	𐑟𐑧𐑚𐑮𐑩 𐑒𐑮𐑷𐑕𐑦𐑙	𐑟𐑧𐑚𐑮𐑩𐑒𐑮𐑪𐑕𐑦𐑙	divergent
fire engine	NN1	RSSB	faɪərendʒɪn	ˈfaɪəR ˈendʒɪn	𐑓𐑲𐑼𐑧𐑯𐑡𐑦𐑯	𐑓𐑲𐑼𐑧𐑯𐑡𐑦𐑯	matches
fire engine	NN1	GenAm	faɪəRendʒɪn	ˈfaɪəR ˈendʒɪn	𐑓𐑲𐑼𐑧𐑯𐑡𐑦𐑯	𐑓𐑲𐑼𐑧𐑯𐑡𐑦𐑯	matches
West Virginian	AJ0	GenAm	ˈwest vəRˈdʒɪnjən	west vəRˈdʒɪnjən	𐑢𐑧𐑕𐑑 𐑝𐑼𐑡𐑦𐑯𐑘𐑩𐑯	𐑢𐑧𐑕𐑑𐑝𐑼𐑡𐑦𐑯𐑘𐑩𐑯	matches
West Virginian	NN1	GenAm	ˈwest vəRˈdʒɪnjən	west vəRˈdʒɪnjən	𐑢𐑧𐑕𐑑 𐑝𐑼𐑡𐑦𐑯𐑘𐑩𐑯	𐑢𐑧𐑕𐑑𐑝𐑼𐑡𐑦𐑯𐑘𐑩𐑯	matches
acetous acid	NN1	GenAm	əˈsiːtəs ˈæsƏd		𐑩𐑕𐑰𐑑𐑩𐑕 𐑨𐑕𐑩𐑛		unknown
